"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Kvinner"	33340	35000	32530	35100	34580	35320	35260	34620	35580	36710	35750	37200	37320	37790	37080	38300	38440	38220	39480	41400	38720	40980	43260	40090
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Begge kjønn"	32760	33320	31410	33440	33810	32410	34290	34710	33090	35580	36050	34070	36980	37470	35290	37140	37690	35180	38920	39610	36460	38670	39320	36360
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Menn"	31380	31980	28980	31740	32110	29720	32730	33190	30350	34160	34670	31290	35680	36270	32250	35900	36510	32210	37970	38680	33800	37840	38550	34090
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Kvinner"	32950	33530	31620	33690	34090	32620	34520	34950	33330	35780	36280	34310	37170	37660	35560	37320	37880	35440	39060	39760	36710	38790	39450	36590
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Begge kjønn"	35980	37510	30950	37680	39090	32830	39090	40570	33800	40570	42270	34800	41810	43650	35740	42440	44500	36020	44220	46320	37630	45710	47890	39280
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Menn"	35780	37300	29790	37440	38800	31870	38890	40330	32620	40530	42290	33360	41690	43590	34410	42310	44410	35000	43890	46100	36220	45330	47590	38090
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Kvinner"	36140	37710	31700	37890	39340	33460	39240	40760	34500	40600	42260	35630	41890	43690	36510	42530	44570	36620	44440	46480	38460	45970	48100	40000
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Begge kjønn"	34200	35680	29250	35930	37240	30950	36820	38180	31650	38420	39920	32820	39680	41220	33840	40400	41910	34560	41600	43250	35300	42970	44660	36650
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Menn"	34030	35500	27960	35620	36940	29410	36580	37940	30050	38200	39880	30950	39390	41120	32170	40170	41910	33160	41220	43190	33570	42490	44520	34890
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Kvinner"	34380	35890	30230	36240	37580	32080	37050	38430	32730	38620	39950	34230	39950	41320	35200	40610	41910	35740	41930	43300	36770	43380	44790	38170
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Begge kjønn"	38430	39690	34560	39380	41410	34160	40290	42380	34480	42160	44270	35980	43280	45860	36280	44900	46960	38890	47050	49980	38780	49770	53140	39940
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Menn"	39250	40330	35180	40680	42790	34190	41510	43720	34700	43840	45730	37000	45080	47560	37000	46470	48620	39320	49180	51980	39230	51970	55080	40790
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Kvinner"	37440	38830	34030	37950	39710	34120	38970	40860	34280	40140	42300	35090	41000	43480	35580	42980	44780	38450	44280	47010	38370	46810	50200	39120
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Begge kjønn"	33200	38530	27220	38090	39740	32970	38220	39340	33960	39720	41060	34630	41190	43050	35040	41880	44140	34550	42830	44880	35790	45130	47640	36480
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Menn"	35010	39880	27260	40050	41460	34270	40390	41430	35190	42390	43740	35660	43890	45860	35500	44180	46210	35590	44670	46600	36660	47460	49640	37710
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Kvinner"	31700	37040	27210	36250	37910	32140	36270	37270	33200	37410	38510	34020	38800	40300	34750	39880	42150	33930	41120	43160	35180	43030	45630	35700
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Begge kjønn"	35810	39600	29970	35650	37240	32210	36470	37910	33140	37870	39750	33690	38640	40430	34510	39660	41690	35150	40530	42980	35340	43910	47530	36730
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Menn"	38460	41350	31680	38260	40250	33120	39020	40810	34120	40640	42840	34670	41490	43650	35530	42470	44870	36170	43460	46300	36300	47110	50920	37860
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Kvinner"	31890	35700	28560	32210	32740	31290	33110	33620	32150	34180	35010	32730	34800	35520	33470	35790	36750	34060	36480	37750	34330	39060	41460	35480
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Begge kjønn"	58530	60040	46550	59690	61180	46840	61550	63100	47520	62730	64610	46810	65370	67160	49540	67240	69040	49970	69420	71140	52010	72240	73930	54440
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Menn"	66120	67130	53370	66890	68170	50960	69030	70300	53330	69290	71250	49450	71920	73520	54300	73500	75100	54910	75630	77130	57090	78380	79930	58950
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Kvinner"	52340	53790	43720	53810	55120	44880	55640	57130	44620	57640	59300	45250	60260	62020	46870	62510	64330	47150	64770	66520	49190	67570	69250	51810
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Begge kjønn"	51520	52220	45600	52910	54030	43000	54260	55480	43830	55760	57110	44350	57440	59060	44830	58970	60100	47020	60070	61570	46060	62660	64320	47980
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Menn"	55140	56020	46990	56290	57710	43880	57620	59310	44010	59010	60740	44820	60680	62860	44550	61900	63590	46450	63040	65380	45870	65610	68140	48110
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Kvinner"	48690	49210	44690	50250	51140	42290	51620	52500	43670	53250	54310	43980	54930	56160	45070	56740	57510	47570	57790	58770	46290	60390	61520	47830
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Begge kjønn"	40570	42180	35600	41440	43360	36020	42570	44550	36800	43790	45890	37660	45560	47770	38860	46820	49140	39560	48110	50720	40270	49920	52600	41510
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Menn"	42430	43870	37000	43120	44950	36990	44410	46320	37910	45600	47860	38430	47360	49720	39610	48730	51290	40140	49840	52520	41130	51550	54370	42310
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Kvinner"	38890	40520	34660	40010	41900	35350	41050	42980	36050	42330	44240	37100	44100	46130	38320	45350	47430	39160	46790	49300	39680	48680	51230	40940
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Begge kjønn"	35730	36290	30620	36390	36940	31980	36870	37350	32790	37900	38440	33620	38950	39670	33830	40400	41160	35060	41160	41890	35590	42690	43380	37100
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Menn"	36330	36770	30940	37060	37410	33230	37370	37780	33360	38550	38980	34480	39490	40090	34460	41100	41750	35800	41990	42600	36260	43430	43960	37860
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Kvinner"	32300	32980	:	32480	33500	29570	34070	34710	30990	34330	35070	31360	36080	37180	32290	36360	37310	32900	36890	37680	34080	39260	40250	35710
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Begge kjønn"	30470	30980	29400	31970	32110	31610	32370	32600	31730	33230	33610	32170	34030	34530	32700	35130	35750	33580	37020	37820	35010	38670	39460	36590
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Menn"	35120	36160	31060	36450	37220	32910	37030	37940	32580	38060	38850	33990	39230	40250	34690	39520	40530	35080	41500	42800	36060	42900	44110	37610
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Kvinner"	29390	29510	29170	30970	30760	31440	31290	31160	31610	32100	32170	31930	32780	32930	32400	34020	34320	33360	35830	36280	34840	37500	37970	36410
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Begge kjønn"	.	.	.	36290	37050	34830	36760	37470	35390	38490	39420	37080	39380	39860	38630	41450	43870	38260	42700	45520	39340	44270	:	40310
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Menn"	.	.	.	37110	37650	35950	37800	38120	37070	39360	39820	38540	40090	40040	40170	42800	44860	39660	43950	:	40640	45710	:	41450
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Kvinner"	.	.	.	33740	:	32130	33700	:	31930	35940	:	33930	37150	:	35180	37440	:	35160	38340	:	36430	39320	:	37880
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Begge kjønn"	.	.	.	34350	34420	:	35070	35040	:	37030	37070	:	37480	37640	:	38600	38800	:	38740	38820	:	41350	41330	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Menn"	.	.	.	34840	35110	:	:	:	:	37990	:	:	38590	39010	:	39840	40490	:	38720	38750	:	41950	42000	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Kvinner"	.	.	.	33950	33830	:	34040	:	:	36250	36020	:	36620	36500	:	37680	37450	:	38750	38870	:	40930	40840	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"33 Maskinreparasjon og -installasjon"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"33 Maskinreparasjon og -installasjon"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"33 Maskinreparasjon og -installasjon"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"41 Oppføring av bygninger"	"Begge kjønn"	36910	37460	:	39000	:	:	42310	:	:	42530	:	:	43400	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"41 Oppføring av bygninger"	"Menn"	36820	36960	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"41 Oppføring av bygninger"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"42 Anleggsvirksomhet"	"Begge kjønn"	36560	37400	32310	38730	39230	35840	40220	40710	37290	41060	41490	38450	42290	42750	39300	42550	42940	39600	44350	44880	40540	45930	46390	42330
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"42 Anleggsvirksomhet"	"Menn"	37040	37510	33620	39010	39220	37350	40430	40620	38830	41240	41380	40130	42460	42630	41000	42750	42880	41400	44700	44880	42820	46290	46450	44550
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"42 Anleggsvirksomhet"	"Kvinner"	34130	36610	30320	37160	39310	33240	39100	41330	34600	40100	42260	35500	41460	43550	36330	41590	43250	36550	42810	44870	37120	44220	46030	38550
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Kommuneforvaltningen"	"43 Spesialisert bygge- og anleggsvirksomhet"	"Begge kjønn"	:	:	.	:	.	:	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
